,ticker,model,loss,se,ci_low,ci_high
51,JPM,LA,6.227954111241829e-09,1.8603971496581468e-09,3.4060774266819406e-09,1.0455698391993849e-08
52,JPM,EN,6.243163680262028e-09,1.857567893750567e-09,3.4285038552521985e-09,1.0464137761322162e-08
53,JPM,P-LA,6.411794830771263e-09,2.076208688262796e-09,3.2905199743213578e-09,1.1106872770946054e-08
54,JPM,A-LA,1.4205123470941006e-08,1.4464306244102805e-09,1.1891734429954289e-08,1.7488197008232145e-08
55,JPM,BG,6.901432703708686e-09,2.0035785022840303e-09,3.782135854246721e-09,1.1396285710999395e-08
56,JPM,RF,6.2351537287592446e-09,1.8196514787307794e-09,3.410073651542635e-09,1.03208627543095e-08
57,JPM,GB,6.2583077551624724e-09,2.2108833669957586e-09,3.0054568842936293e-09,1.128126006478695e-08
58,JPM,NN1_ensemble,6.396917824216224e-09,2.050984476940339e-09,3.3157718510794978e-09,1.1036119759693451e-08
59,JPM,NN1_top1,6.543226755438662e-09,1.9982966884272844e-09,3.4996749689978465e-09,1.104762572436091e-08
60,JPM,NN2_ensemble,5.9731186919008825e-09,1.895912160593737e-09,3.043111590923366e-09,1.0244182850844552e-08
61,JPM,NN2_top1,6.959112157254633e-09,1.8637190084473913e-09,3.9060986068392405e-09,1.1050585962020561e-08
62,JPM,NN3_ensemble,6.2217347177865736e-09,2.0098748954884053e-09,3.1670103432816307e-09,1.0752219808816109e-08
63,JPM,NN3_top1,7.007765127704461e-09,1.933968836001829e-09,3.944594069602991e-09,1.1310166551506935e-08
64,JPM,NN4_ensemble,6.182489493980555e-09,1.8918958900174293e-09,3.246122860875144e-09,1.0399505236204339e-08
65,JPM,NN4_top1,8.91578975080196e-09,3.2209024625035884e-09,4.205249582967225e-09,1.6192946875799735e-08
