Model,DM stat,p-value,mean loss diff,ticker,bonferroni_significant,holm_significant,bh_fdr_significant
SHAR,-0.5347147851093207,0.2965582901246569,-0.0014143400990607,AMZN,False,False,False
HARQ,0.2453544559094349,0.5968519369996427,0.0004229202814544,AMZN,False,False,False
HAR-X,3.2837398363250108,0.9994470153563072,0.3332517297905173,AMZN,False,False,False
RR,3.366070000311049,0.9995853916296138,0.3528586551282129,AMZN,False,False,False
LA,1.9150638690971016,0.9719345411461512,0.0971351273574956,AMZN,False,False,False
EN,3.618543371413157,0.9998347094166956,0.3899085679234824,AMZN,False,False,False
P-LA,3.276617882411598,0.9994332219246812,0.3428945997592744,AMZN,False,False,False
A-LA,5.8952858142104265,0.9999999962780276,0.0799585612086977,AMZN,False,False,False
BG,1.8644946470199304,0.9685418097826488,0.011017535506789,AMZN,False,False,False
RF,0.4386329037173078,0.6694288227724665,0.0023819649868949,AMZN,False,False,False
GB,2.5331420848330324,0.9941749722795176,0.144965084213844,AMZN,False,False,False
NN1_ensemble,0.4585363241428396,0.6766034711697135,0.0030475149015263,AMZN,False,False,False
NN1_top1,0.6880577717058336,0.7541109249756259,0.0046589917307206,AMZN,False,False,False
NN2_ensemble,1.5097402397937252,0.934087078056856,0.012861845823708,AMZN,False,False,False
NN2_top1,6.007600815547109,0.9999999980281268,0.1728897193504499,AMZN,False,False,False
NN3_ensemble,1.1691124653218188,0.8785050715608933,0.0093661515141668,AMZN,False,False,False
NN3_top1,5.54016217826406,0.999999973975743,0.0752220028512693,AMZN,False,False,False
NN4_ensemble,2.4272418696919265,0.9921931835627597,0.0255880563823168,AMZN,False,False,False
NN4_top1,1.8167204878515837,0.965030694119902,0.1303302683552274,AMZN,False,False,False
HAR,,,,JPM,False,False,False
LogHAR,-2.551890692456632,0.005525131230567,-0.0106377179597364,JPM,False,False,False
LevHAR,1.682813226747135,0.9534404817635862,0.0123896382318272,JPM,False,False,False
SHAR,2.2823429032894595,0.9885277500681094,0.0817830200310453,JPM,False,False,False
HARQ,2.7371893502424305,0.996776414098126,0.0499242995963018,JPM,False,False,False
HAR-X,4.010703910921258,0.9999644523317318,0.2376776460827046,JPM,False,False,False
RR,4.687517183908656,0.9999981542818456,0.2116871775941166,JPM,False,False,False
LA,0.1858391115519817,0.5736718102676812,0.0007525759678655,JPM,False,False,False
EN,0.3852097382499069,0.6498661239781891,0.0016194127147294,JPM,False,False,False
P-LA,-2.474517554025083,0.0068583905360098,-0.0037004193893557,JPM,False,False,False
A-LA,7.705567923961639,0.9999999999999564,0.1851884503411706,JPM,False,False,False
BG,-0.790810070041474,0.2147399528749065,-0.0061351813726972,JPM,False,False,False
RF,-0.9982599568022472,0.1593503700686511,-0.0071126718790623,JPM,False,False,False
GB,-3.2193259818066573,0.0006899132610109,-0.017360974798585,JPM,True,True,True
NN1_ensemble,1.5024086102482423,0.9331463425873896,0.0282314091405026,JPM,False,False,False
NN1_top1,2.009757271901319,0.9774672502751336,0.0401591962530627,JPM,False,False,False
NN2_ensemble,0.1498863987663811,0.5595386161743878,0.002393047841415,JPM,False,False,False
NN2_top1,2.3890972159088197,0.991345380335004,0.2385147591052596,JPM,False,False,False
NN3_ensemble,-0.1702087157347468,0.4324620270687952,-0.0018466921494929,JPM,False,False,False
NN3_top1,1.8884369914025023,0.9701883166073628,0.0527674841665691,JPM,False,False,False
NN4_ensemble,-0.9818294564849834,0.1633611001116396,-0.0074306394154943,JPM,False,False,False
NN4_top1,2.263714237706105,0.9879615920957548,0.0248727811380168,JPM,False,False,False
