,ticker,model,loss,se,ci_low,ci_high
20,AAPL,NN4_ensemble,4.367366801613312e-09,6.536320393609992e-10,3.1813775958631503e-09,5.749747412365329e-09
21,AAPL,NN4_top1,4.927491509963e-09,8.467994123252279e-10,3.4256339692037444e-09,6.742554126930646e-09
22,AMZN,HAR,5.10465054335834e-09,8.396011813806382e-10,3.5738989359395334e-09,6.8547449448995305e-09
23,AMZN,LogHAR,6.194596576671928e-09,1.1321759803563616e-09,4.180388010468664e-09,8.583712990520039e-09
24,AMZN,LevHAR,4.845394049391884e-09,8.784286206944236e-10,3.1999233262169416e-09,6.6169060495598345e-09
25,AMZN,SHAR,5.084941945556717e-09,8.220529494221282e-10,3.5845449951820986e-09,6.790072703452877e-09
26,AMZN,HARQ,5.926571467112418e-09,8.93860359454656e-10,4.261813069016813e-09,7.754555611461652e-09
27,AMZN,HAR-X,5.8254572601542726e-09,1.2087461564863012e-09,3.766887597335561e-09,8.426827391588491e-09
28,AMZN,RR,5.684915319947482e-09,1.339530999912838e-09,3.4424430432127387e-09,8.619137726424464e-09
29,AMZN,LA,4.597900158125197e-09,1.1031619075038249e-09,2.73560931262687e-09,6.992707105312838e-09
30,AMZN,EN,5.538020415576088e-09,1.313576033864293e-09,3.3382396919241746e-09,8.4274684604907e-09
31,AMZN,P-LA,5.6929391686004545e-09,1.3382092813606893e-09,3.4515107416182306e-09,8.627352695079336e-09
32,AMZN,A-LA,7.199467043225791e-09,7.748582399519876e-10,5.604776558309633e-09,8.660327899771061e-09
33,AMZN,BG,3.429766993690359e-08,1.0198227832508265e-08,1.7494819770520098e-08,5.759923646807867e-08
34,AMZN,RF,1.9830569369793017e-08,6.0716405453201695e-09,9.789954862092969e-09,3.337673195004557e-08
35,AMZN,GB,2.0770032186786664e-08,6.097039380368751e-09,1.0556953879713065e-08,3.4612093544711634e-08
36,AMZN,NN1_ensemble,6.463023079358939e-09,1.3507195157719116e-09,4.099585388491667e-09,9.362793088628155e-09
37,AMZN,NN1_top1,7.085745331301279e-09,1.3728928457951614e-09,4.63561248320139e-09,1.0009643652273913e-08
38,AMZN,NN2_ensemble,5.763353799169905e-09,1.34042954728045e-09,3.440012387411245e-09,8.622806656556756e-09
39,AMZN,NN2_top1,6.773532911342392e-09,1.2781675486663398e-09,4.4563889515752615e-09,9.462785670628482e-09
40,AMZN,NN3_ensemble,6.356342159894103e-09,1.5726173956354397e-09,3.5986357873805357e-09,9.75518542014539e-09
41,AMZN,NN3_top1,7.360189921847046e-09,1.309426034086315e-09,5.0396435329804575e-09,1.0149454746760295e-08
42,AMZN,NN4_ensemble,6.961074591643852e-09,1.521291577272124e-09,4.289763395792686e-09,1.022517615856837e-08
43,AMZN,NN4_top1,8.524598925302892e-09,2.336579657503189e-09,4.6225689032333135e-09,1.36876904752485e-08
44,JPM,HAR,4.9351386149823175e-09,6.098896761896459e-10,3.752882597336535e-09,6.138479154683536e-09
45,JPM,LogHAR,3.110898610331407e-09,5.887097631032617e-10,1.938086401724615e-09,4.194092097920865e-09
46,JPM,LevHAR,5.489695718813865e-09,1.0719351289452516e-09,3.4299259906262718e-09,7.54925849198415e-09
47,JPM,SHAR,4.87455590046358e-09,6.128966857685793e-10,3.699409982812281e-09,6.115684718738912e-09
48,JPM,HARQ,7.286347272171094e-09,2.029110408566551e-09,4.011481106912856e-09,1.1779819809287133e-08
49,JPM,HAR-X,7.375096074173268e-09,1.766290041889582e-09,4.372780776895351e-09,1.1249025296824748e-08
50,JPM,RR,7.310895702491078e-09,1.6619707144042932e-09,4.4571982780526246e-09,1.0935605573951548e-08
51,JPM,LA,4.8154845369870024e-09,4.0503492959064314e-10,4.008337713335995e-09,5.5939876488409526e-09
52,JPM,EN,4.99589029250109e-09,4.084561273071241e-10,4.1771115193991025e-09,5.780545573034038e-09
53,JPM,P-LA,3.5568140845721943e-09,6.977871224234969e-10,2.2660693760218386e-09,4.999417263591096e-09
54,JPM,A-LA,8.362147488740502e-09,6.684345782176075e-10,7.04657678552596e-09,9.676162162575454e-09
55,JPM,BG,6.827909115028634e-08,4.302445929893336e-08,7.361609580021994e-09,1.6719649943503453e-07
56,JPM,RF,2.602652774033823e-08,1.4614016086756441e-08,6.0544517718523996e-09,5.999468433219938e-08
57,JPM,GB,8.019745894452287e-09,2.193858664931425e-09,4.744665701406501e-09,1.301188707107178e-08
58,JPM,NN1_ensemble,4.4469243902187745e-09,6.773058414761163e-10,3.1939399340253737e-09,5.8415225782542145e-09
59,JPM,NN1_top1,4.56463573680036e-09,6.051626566353082e-10,3.446858417518191e-09,5.837694856845343e-09
60,JPM,NN2_ensemble,4.243310577567391e-09,5.079767529305286e-10,3.2677302540501272e-09,5.24981443604273e-09
61,JPM,NN2_top1,6.590409760343367e-09,6.99555939728095e-10,5.2806126950418646e-09,8.002414233310548e-09
62,JPM,NN3_ensemble,3.531957887016702e-09,4.5629964255755324e-10,2.6366953718431892e-09,4.42818560957303e-09
63,JPM,NN3_top1,3.916384845591225e-09,5.75197747089465e-10,2.8156199695239637e-09,5.0915140888426595e-09
64,JPM,NN4_ensemble,6.462169448465098e-09,5.50133541038431e-10,5.37286029051075e-09,7.515543019402435e-09
65,JPM,NN4_top1,1.114610109514714e-08,8.025449251572923e-10,9.628049649077884e-09,1.2764616160542873e-08
